Id,When,Cal,Alberta,Canada,BritishColumbia,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
216118,4/1/2003 12:00:00 AM,"Slaughter, cattle",102.26,,57.97,76.4,68.01,76.19,70.62,107.07,73.94,82.77,76.94,9/8/2021 10:08:45 AM
216119,4/1/2003 12:00:00 AM,Hogs,59.12,,65.15,69,65.63,169.03,69.36,63.63,62.45,63.99,55.29,9/8/2021 10:08:45 AM
216120,5/1/2003 12:00:00 AM,"Slaughter, calves",121.25,,103.96,118.65,94.87,106.18,96.47,120.02,87.89,119.56,121.25,9/8/2021 10:08:45 AM
216121,5/1/2003 12:00:00 AM,"Slaughter, cattle",101.54,,62.3,76.59,64.65,70.52,65.38,98.82,68.84,87.06,79.9,9/8/2021 10:08:45 AM
216122,5/1/2003 12:00:00 AM,Hogs,69.49,,73.37,76.98,67.73,169.03,68.46,68.92,67.5,70.28,65.85,9/8/2021 10:08:45 AM
216123,6/1/2003 12:00:00 AM,"Slaughter, calves",110.28,,98.71,107.92,80.92,84.16,76.46,108,65.67,70.84,110.28,9/8/2021 10:08:45 AM
216124,6/1/2003 12:00:00 AM,"Slaughter, cattle",61.81,,50.91,46.62,51.76,56.65,52.54,78.55,56.03,71.51,57.56,9/8/2021 10:08:45 AM
216125,6/1/2003 12:00:00 AM,Hogs,70,,79.83,80.62,76.6,169.03,77.68,76.67,75.19,74.35,69.22,9/8/2021 10:08:45 AM
216126,7/1/2003 12:00:00 AM,"Slaughter, calves",16.44,,14.71,16.08,61.71,66.49,60.41,69.82,69.75,94.75,77.2,9/8/2021 10:08:45 AM
216127,7/1/2003 12:00:00 AM,"Slaughter, cattle",35.57,,29.3,26.83,28.6,31.97,29.74,41.37,29.49,35.7,29.84,9/8/2021 10:08:45 AM
216128,7/1/2003 12:00:00 AM,Hogs,70.48,,76.73,78.8,77.81,169.03,78.29,73.23,73.69,69.41,65.85,9/8/2021 10:08:45 AM
216129,8/1/2003 12:00:00 AM,"Slaughter, calves",49.45,,61.71,48.39,59.96,65.81,59.79,72.86,69.97,50.97,66.4,9/8/2021 10:08:45 AM
216130,8/1/2003 12:00:00 AM,"Slaughter, cattle",38.19,,21.89,28.81,29.31,31.43,29.02,45.9,30.4,25.24,24.39,9/8/2021 10:08:45 AM
216131,8/1/2003 12:00:00 AM,Hogs,65.54,,76.77,75.17,73.66,169.03,74.47,67.49,69.91,66.57,62.97,9/8/2021 10:08:45 AM
216132,9/1/2003 12:00:00 AM,"Slaughter, calves",91.69,,82.02,89.12,69.88,75.24,68.36,87.52,71.22,69.56,91.69,9/8/2021 10:08:45 AM
216133,9/1/2003 12:00:00 AM,"Slaughter, cattle",70.33,,38.4,44.14,36.02,41.48,38.12,65.34,40.55,44.79,48.48,9/8/2021 10:08:45 AM
216134,9/1/2003 12:00:00 AM,Hogs,65.06,,69.72,71.86,65.76,169.03,66.84,62.73,63.16,63.29,58.17,9/8/2021 10:08:45 AM
216135,10/1/2003 12:00:00 AM,"Slaughter, calves",94.65,,62.61,88.68,76.58,80.96,73.56,85.99,74.97,108.41,94.65,9/8/2021 10:08:45 AM
216136,10/1/2003 12:00:00 AM,"Slaughter, cattle",72.84,,44.27,46.04,37.55,42.09,38.51,70.39,41.16,48.45,56.2,9/8/2021 10:08:45 AM
216137,10/1/2003 12:00:00 AM,Hogs,58.63,,68.58,67.19,68.87,169.03,68.13,58.36,61.75,62.73,53.85,9/8/2021 10:08:45 AM
216138,11/1/2003 12:00:00 AM,"Slaughter, calves",99.61,,74.32,96.96,85.9,91.41,83.05,88.36,78.31,134.06,99.61,9/8/2021 10:08:45 AM
216139,11/1/2003 12:00:00 AM,"Slaughter, cattle",73.48,,60.19,68.1,44.32,46.81,42.7,81.06,45.86,55.21,73.29,9/8/2021 10:08:45 AM
216140,11/1/2003 12:00:00 AM,Hogs,54.19,,60.38,62.02,55.3,169.03,56.15,51.16,52.1,55.98,47.6,9/8/2021 10:08:45 AM
216141,12/1/2003 12:00:00 AM,"Slaughter, calves",98.97,,76.88,93.98,77.25,84.88,77.11,87.07,74.55,115.56,98.97,9/8/2021 10:08:45 AM
216142,12/1/2003 12:00:00 AM,"Slaughter, cattle",74.14,,39.31,46.62,41.67,46.74,42.6,80.8,45.75,54.35,51.78,9/8/2021 10:08:45 AM
216143,12/1/2003 12:00:00 AM,Hogs,53.7,,59.62,61.78,54.16,169.03,55,52.61,52.33,54.06,48.08,9/8/2021 10:08:45 AM
216144,1/1/2004 12:00:00 AM,"Slaughter, calves",84.07,,77.51,80.51,81.65,91.01,82.69,88.85,77.97,111.34,84.07,9/8/2021 10:08:45 AM
216145,1/1/2004 12:00:00 AM,"Slaughter, cattle",76.32,,56.38,68.49,42.52,47.04,42.97,76.92,46.54,43.53,72.54,9/8/2021 10:08:45 AM
216146,1/1/2004 12:00:00 AM,Hogs,53.51,,61.24,61.76,54.29,169.03,55.23,54.2,53.78,59.32,50.69,9/8/2021 10:08:45 AM
216147,2/1/2004 12:00:00 AM,"Slaughter, calves",76.69,,65.7,69.51,77.85,83.6,75.95,87.27,73.12,103.65,76.69,9/8/2021 10:08:45 AM
216148,2/1/2004 12:00:00 AM,"Slaughter, cattle",73.11,,51.42,59.16,37.79,43.09,39.4,69.72,42.59,42.34,69.22,9/8/2021 10:08:45 AM
216149,2/1/2004 12:00:00 AM,Hogs,68.34,,73.91,66.57,64.82,169.03,65.57,67.72,65.88,75.52,62.22,9/8/2021 10:08:45 AM
216150,3/1/2004 12:00:00 AM,"Slaughter, calves",89.24,,68.57,86.39,67.86,73.8,67.05,79.43,66.47,102.92,89.24,9/8/2021 10:08:45 AM
216151,3/1/2004 12:00:00 AM,"Slaughter, cattle",78.73,,64.2,71.4,42.92,47.47,43.46,76.04,47.05,44.98,74.76,9/8/2021 10:08:45 AM
216152,3/1/2004 12:00:00 AM,Hogs,73.29,,78.3,78.38,73.81,169.03,74.26,74.96,72.36,81.41,66.06,9/8/2021 10:08:45 AM
216153,4/1/2004 12:00:00 AM,"Slaughter, calves",94.19,,69.07,92.63,73.84,80.94,73.54,96.44,74.97,106.66,94.19,9/8/2021 10:08:45 AM
216154,4/1/2004 12:00:00 AM,"Slaughter, cattle",77.63,,59.25,72.78,44.16,50.65,46.57,75.69,49.94,53.95,74.65,9/8/2021 10:08:45 AM
216155,4/1/2004 12:00:00 AM,Hogs,74.28,,80.25,79.48,75.96,169.03,76.33,74.47,73,79.94,65.1,9/8/2021 10:08:45 AM
216156,5/1/2004 12:00:00 AM,"Slaughter, calves",89.68,,58.85,88.05,71.5,81.92,74.44,97.83,75.97,107.15,89.68,9/8/2021 10:08:45 AM
216157,5/1/2004 12:00:00 AM,"Slaughter, cattle",74.98,,56.99,67.32,43.97,48.9,44.89,74.51,48.48,56.15,70.57,9/8/2021 10:08:45 AM
216158,5/1/2004 12:00:00 AM,Hogs,94.05,,95.36,87.9,84.07,169.03,85.32,89.92,85.99,95.65,82.87,9/8/2021 10:08:45 AM
216159,6/1/2004 12:00:00 AM,"Slaughter, calves",81.78,,58.85,75.25,52.22,61.22,55.63,94.02,54.98,98.39,81.78,9/8/2021 10:08:45 AM
216160,6/1/2004 12:00:00 AM,"Slaughter, cattle",65.93,,55.06,60.27,41.84,44.6,40.91,69.71,44.46,55.44,64.24,9/8/2021 10:08:45 AM
216161,6/1/2004 12:00:00 AM,Hogs,91.09,,100.73,87.54,94.75,169.03,95.46,93.3,88.93,94.66,82.39,9/8/2021 10:08:45 AM
216162,7/1/2004 12:00:00 AM,"Slaughter, calves",80.43,,49.07,74.68,57.3,57.06,51.84,92.6,50.98,121.15,80.43,9/8/2021 10:08:45 AM
216163,7/1/2004 12:00:00 AM,"Slaughter, cattle",64.6,,52.73,60.11,40.71,44.26,40.6,68.53,43.97,58.46,63.88,9/8/2021 10:08:45 AM
216164,7/1/2004 12:00:00 AM,Hogs,89.11,,99.75,92.52,93.39,169.03,94.06,88.96,86.9,92.21,81.43,9/8/2021 10:08:45 AM
216165,8/1/2004 12:00:00 AM,"Slaughter, calves",77.13,,32.45,67.58,52.22,52.6,47.79,81.06,46.98,134.22,77.13,9/8/2021 10:08:45 AM
216166,8/1/2004 12:00:00 AM,"Slaughter, cattle",61.21,,48.93,56.66,37.25,41.19,37.8,63.06,40.99,51.6,61.61,9/8/2021 10:08:45 AM
216167,8/1/2004 12:00:00 AM,Hogs,85.65,,98.29,90,89.13,169.03,90.74,84.13,85.58,92.21,79.99,9/8/2021 10:08:45 AM
216168,9/1/2004 12:00:00 AM,"Slaughter, calves",81.36,,53.51,77.16,64.76,68.09,61.86,83.44,59.98,136.39,81.36,9/8/2021 10:08:45 AM
216169,9/1/2004 12:00:00 AM,"Slaughter, cattle",71.53,,58.23,64.67,39.43,44.66,40.97,68.19,44.48,55.15,71.11,9/8/2021 10:08:45 AM
216170,9/1/2004 12:00:00 AM,Hogs,82.68,,89.51,84.8,82.47,169.03,83.57,77.85,78.65,82.88,75.18,9/8/2021 10:08:45 AM
216171,10/1/2004 12:00:00 AM,"Slaughter, calves",84.04,,50.04,80.58,67.21,72.74,66.08,81.23,64.97,134.58,84.04,9/8/2021 10:08:45 AM
216172,10/1/2004 12:00:00 AM,"Slaughter, cattle",72.6,,55.47,65.13,40.65,44.39,40.75,66.63,43.77,52.68,70.4,9/8/2021 10:08:45 AM
216173,10/1/2004 12:00:00 AM,Hogs,75.76,,90.97,80.43,82.3,169.03,83.31,73.99,76.79,81.41,72.3,9/8/2021 10:08:45 AM
216174,11/1/2004 12:00:00 AM,"Slaughter, calves",88.52,,47.07,83.94,63.41,67.51,61.33,90.29,61.73,134.73,88.52,9/8/2021 10:08:45 AM
216175,11/1/2004 12:00:00 AM,"Slaughter, cattle",71.52,,57.07,64.52,38.49,42.43,38.82,65.73,41.76,50.66,70.93,9/8/2021 10:08:45 AM
216176,11/1/2004 12:00:00 AM,Hogs,77.24,,84.15,79.24,69.2,169.03,70.61,66.75,71.04,76.01,68.94,9/8/2021 10:08:45 AM
216177,12/1/2004 12:00:00 AM,"Slaughter, calves",94.3,,52.45,89.86,77.25,84.88,77.11,91.78,74.55,125.17,94.3,9/8/2021 10:08:45 AM
216178,12/1/2004 12:00:00 AM,"Slaughter, cattle",76.51,,57.93,66.71,41.67,46.74,42.6,68.2,45.75,55.16,73.7,9/8/2021 10:08:45 AM
216179,12/1/2004 12:00:00 AM,Hogs,75.26,,87.07,78.78,74.05,169.03,75.29,69.65,73.22,76.99,67.98,9/8/2021 10:08:45 AM
216180,1/1/2005 12:00:00 AM,"Slaughter, calves",92.19,,65.01,88.38,64.96,77,69.96,94.63,69.97,127.19,92.19,9/8/2021 10:08:45 AM
216181,1/1/2005 12:00:00 AM,"Slaughter, cattle",82.31,,55.9,68.75,52.18,54.56,49.84,76.98,49.71,46.2,72.14,9/8/2021 10:08:45 AM
216182,1/1/2005 12:00:00 AM,Hogs,76.5,,84.64,78.61,71.28,169.03,72.36,74.81,69.5,77.97,67.71,9/8/2021 10:08:45 AM
216183,2/1/2005 12:00:00 AM,"Slaughter, calves",98.96,,81.26,93.55,73.12,76.42,69.43,102.47,68.97,127.52,98.96,9/8/2021 10:08:45 AM
216184,2/1/2005 12:00:00 AM,"Slaughter, cattle",86.78,,57.22,69.77,50.75,57.98,53.06,79.75,52.73,55.79,76.21,9/8/2021 10:08:45 AM
216185,2/1/2005 12:00:00 AM,Hogs,74.03,,83.17,78.43,77.14,169.03,78.25,75.78,69.76,81.9,65.26,9/8/2021 10:08:45 AM
216186,3/1/2005 12:00:00 AM,"Slaughter, calves",90.78,,70.38,83.69,74.95,85.8,77.95,102.08,77.97,121.17,90.78,9/8/2021 10:08:45 AM
216187,3/1/2005 12:00:00 AM,"Slaughter, cattle",81.3,,58.16,66.12,48.87,56.16,51.51,75.38,51.4,49.18,71.95,9/8/2021 10:08:45 AM
216188,3/1/2005 12:00:00 AM,Hogs,73.04,,81.71,77.07,74.04,169.03,74.98,73.37,68.17,79.45,65.26,9/8/2021 10:08:45 AM
216189,4/1/2005 12:00:00 AM,"Slaughter, calves",88.19,,69.51,84.19,74.99,88.01,79.96,93.05,79.97,128.1,88.19,9/8/2021 10:08:45 AM
216190,4/1/2005 12:00:00 AM,"Slaughter, cattle",78.1,,52.88,64.25,50.42,56.16,51.53,75.1,51.52,53.81,68.21,9/8/2021 10:08:45 AM
216191,4/1/2005 12:00:00 AM,Hogs,74.52,,80.74,77.25,71.94,169.03,73.3,72.88,64.59,78.46,67.22,9/8/2021 10:08:45 AM
216192,5/1/2005 12:00:00 AM,"Slaughter, calves",90.51,,59.88,84.36,77.72,92.8,84.31,97.59,84.97,129.06,90.51,9/8/2021 10:08:45 AM
216193,5/1/2005 12:00:00 AM,"Slaughter, cattle",73.52,,51.96,66.76,53.26,57.06,52.38,76,52.42,58.04,69.92,9/8/2021 10:08:45 AM
216194,5/1/2005 12:00:00 AM,Hogs,80.95,,87.56,85.32,80.11,169.03,81.68,80.61,73.2,85.34,73.61,9/8/2021 10:08:45 AM
216195,6/1/2005 12:00:00 AM,"Slaughter, calves",91.71,,68.88,85.89,74.06,88.83,80.7,104.92,80.97,129.27,91.71,9/8/2021 10:08:45 AM
216196,6/1/2005 12:00:00 AM,"Slaughter, cattle",73.58,,49.2,67.81,51.87,57.32,52.63,76.7,52.57,62.28,72.94,9/8/2021 10:08:45 AM
216197,6/1/2005 12:00:00 AM,Hogs,71.56,,80.25,76.84,75.94,169.03,76.74,72.4,70.26,76.5,64.27,9/8/2021 10:08:45 AM
216198,7/1/2005 12:00:00 AM,"Slaughter, calves",91.14,,81.32,91.9,72.38,83.9,76.22,103.51,78.97,133.63,91.14,9/8/2021 10:08:45 AM
216199,7/1/2005 12:00:00 AM,"Slaughter, cattle",78.94,,48.2,70.44,54.76,63.54,58.52,82.61,58.22,70.77,75.57,9/8/2021 10:08:45 AM
216200,7/1/2005 12:00:00 AM,Hogs,70.57,,76.84,75.3,71.03,169.03,72.53,69.5,65.44,73.56,67.71,9/8/2021 10:08:45 AM
216201,8/1/2005 12:00:00 AM,"Slaughter, calves",101.36,,100.54,99.16,82.24,88.83,80.7,99.17,79.97,132.88,101.36,9/8/2021 10:08:45 AM
216202,8/1/2005 12:00:00 AM,"Slaughter, cattle",80.13,,47.7,54.4,55.06,62.04,57.07,83.95,56.7,65.99,56.84,9/8/2021 10:08:45 AM
216203,8/1/2005 12:00:00 AM,Hogs,71.56,,79.76,76.3,72.97,169.03,74.18,71.92,66.84,74.05,69.68,9/8/2021 10:08:45 AM
216204,9/1/2005 12:00:00 AM,"Slaughter, calves",103.83,,98.07,101.94,84.46,100.54,91.35,102.47,91.96,132.99,103.83,9/8/2021 10:08:45 AM
216205,9/1/2005 12:00:00 AM,"Slaughter, cattle",79.51,,42.15,48.24,56.23,61.25,56.28,83.43,55.88,78.33,51.34,9/8/2021 10:08:45 AM
216206,9/1/2005 12:00:00 AM,Hogs,67.11,,76.84,72.85,69.22,169.03,70.83,69.02,65.44,68.65,66.24,9/8/2021 10:08:45 AM
216207,10/1/2005 12:00:00 AM,"Slaughter, calves",105.87,,98.07,104.41,81.8,91.98,83.57,98.04,83.97,136.37,105.87,9/8/2021 10:08:45 AM
216208,10/1/2005 12:00:00 AM,"Slaughter, cattle",79.96,,39.94,46.12,52.67,58.97,54.08,87.56,53.63,58.73,48.1,9/8/2021 10:08:45 AM
216209,10/1/2005 12:00:00 AM,Hogs,65.13,,74.89,69.58,66.59,169.03,68.07,66.61,63.01,66.19,62.31,9/8/2021 10:08:45 AM
216210,11/1/2005 12:00:00 AM,"Slaughter, calves",108.91,,93.01,106.42,78.09,86.66,78.73,98.19,78.97,137.38,108.91,9/8/2021 10:08:45 AM
216211,11/1/2005 12:00:00 AM,"Slaughter, cattle",82.2,,40.62,47.52,52.76,60.7,55.55,82.8,55.31,61.26,48.75,9/8/2021 10:08:45 AM
216212,11/1/2005 12:00:00 AM,Hogs,59.69,,69.52,64.32,61.09,169.03,62.85,61.78,57.8,63.74,57.39,9/8/2021 10:08:45 AM
216213,12/1/2005 12:00:00 AM,"Slaughter, calves",108,,99.51,106.73,70.86,82.03,74.53,102.26,74.97,146.16,108,9/8/2021 10:08:45 AM
216214,12/1/2005 12:00:00 AM,"Slaughter, cattle",86.07,,40.44,48.1,56.5,65.06,59.56,84.68,59.31,64.06,51.35,9/8/2021 10:08:45 AM
216215,12/1/2005 12:00:00 AM,Hogs,59.2,,68.06,63.46,60.5,169.03,62,59.85,55.61,59.81,56.41,9/8/2021 10:08:45 AM
216216,1/1/2006 12:00:00 AM,"Slaughter, calves",110.66,,99.51,109.53,84.02,95.09,86.39,116.38,71.97,156.8,107.97,9/8/2021 10:08:45 AM
216217,1/1/2006 12:00:00 AM,"Slaughter, cattle",83.6,,39.7,49.86,57.37,67.19,61.66,85.26,61.47,67.05,48.53,9/8/2021 10:08:45 AM
216218,1/1/2006 12:00:00 AM,Hogs,55.27,,65.15,59.76,57.14,169.03,58.74,57,53.88,58.17,52.03,9/8/2021 10:08:45 AM
216219,2/1/2006 12:00:00 AM,"Slaughter, calves",107.46,,107.88,105.74,86.6,94.05,85.45,126.3,76.97,154.96,106.51,9/8/2021 10:08:45 AM
216220,2/1/2006 12:00:00 AM,"Slaughter, cattle",78.41,,39.12,50.9,54.66,62.58,57.38,82.02,57.23,62.55,51.6,9/8/2021 10:08:45 AM
216221,2/1/2006 12:00:00 AM,Hogs,56.76,,64.66,60.89,55.78,169.03,58.01,56.51,50.57,57.17,54.51,9/8/2021 10:08:45 AM
216222,3/1/2006 12:00:00 AM,"Slaughter, calves",104.52,,123.26,102.38,91.19,96.22,87.42,122.77,79.97,145.51,103.52,9/8/2021 10:08:45 AM
216223,3/1/2006 12:00:00 AM,"Slaughter, cattle",78.8,,39.66,52.62,55.37,61.51,56.42,80.95,56.31,60.93,53.61,9/8/2021 10:08:45 AM
216224,3/1/2006 12:00:00 AM,Hogs,57.26,,67.58,62.57,59.37,169.03,61.59,59.46,54.96,58.56,54.41,9/8/2021 10:08:45 AM
216225,4/1/2006 12:00:00 AM,"Slaughter, calves",102.25,,79.38,98.99,96.84,103.35,93.89,120.37,84.97,151.3,101.42,9/8/2021 10:08:45 AM
216226,4/1/2006 12:00:00 AM,"Slaughter, cattle",77.09,,40.06,52.51,53.28,60.91,55.9,80.6,55.56,56.56,53.29,9/8/2021 10:08:45 AM
216227,4/1/2006 12:00:00 AM,Hogs,54.77,,62.71,59.2,54.48,169.03,56.51,55.53,52.54,54.69,52.03,9/8/2021 10:08:45 AM
216228,5/1/2006 12:00:00 AM,"Slaughter, calves",102.56,,97.63,98.03,99.69,106.33,96.61,118.74,89.96,146.57,101.36,9/8/2021 10:08:45 AM
216229,5/1/2006 12:00:00 AM,"Slaughter, cattle",78.26,,47.15,54.99,56.62,62.29,57.2,81.73,56.76,61.05,58.1,9/8/2021 10:08:45 AM
216230,5/1/2006 12:00:00 AM,Hogs,63.25,,71.49,67.61,61.53,169.03,63.31,63.38,56.88,63.62,60.47,9/8/2021 10:08:45 AM
216231,6/1/2006 12:00:00 AM,"Slaughter, calves",104.85,,90.63,99.16,85.45,96.14,87.35,127.02,88.96,137.83,104.47,9/8/2021 10:08:45 AM
216232,6/1/2006 12:00:00 AM,"Slaughter, cattle",79.73,,46.53,56.88,61.16,64.27,59.07,84.34,58.87,71.47,58.45,9/8/2021 10:08:45 AM
216233,6/1/2006 12:00:00 AM,Hogs,72.73,,77.82,74.5,67.52,169.03,69.99,69.76,63.54,66.1,68.41,9/8/2021 10:08:45 AM
216234,7/1/2006 12:00:00 AM,"Slaughter, calves",104.67,,101.13,99.51,83.55,92.73,84.25,119.2,83.97,143.4,98.28,9/8/2021 10:08:45 AM
216235,7/1/2006 12:00:00 AM,"Slaughter, cattle",79.35,,50.84,59.32,56.43,63.69,58.59,84.44,58.37,71.92,60.86,9/8/2021 10:08:45 AM
216236,7/1/2006 12:00:00 AM,Hogs,67.74,,77.34,72.18,71.52,169.03,73.77,70.25,68.59,67.59,64.44,9/8/2021 10:08:45 AM
216237,8/1/2006 12:00:00 AM,"Slaughter, calves",104.79,,102.38,101.07,86.4,95.62,86.88,102.26,86.97,142.38,103.59,9/8/2021 10:08:45 AM
216238,8/1/2006 12:00:00 AM,"Slaughter, cattle",78.12,,52.32,59.51,57.66,64.16,59.11,84.01,58.97,72.67,60.63,9/8/2021 10:08:45 AM
216239,8/1/2006 12:00:00 AM,Hogs,68.74,,75.87,73.36,68.22,169.03,70.37,69.27,64.82,66.1,66.92,9/8/2021 10:08:45 AM
216240,9/1/2006 12:00:00 AM,"Slaughter, calves",105.34,,101.88,103.83,101.58,108.07,98.18,110.96,91.96,153.69,104.93,9/8/2021 10:08:45 AM
216241,9/1/2006 12:00:00 AM,"Slaughter, cattle",76.96,,45.17,54.62,57.77,62.73,57.71,82.64,57.59,69.29,54.33,9/8/2021 10:08:45 AM
216242,9/1/2006 12:00:00 AM,Hogs,64.25,,75.39,68.42,68.06,169.03,70.33,68.29,65.47,62.13,61.46,9/8/2021 10:08:45 AM
216243,10/1/2006 12:00:00 AM,"Slaughter, calves",101.93,,102.38,100.2,85.19,104.26,94.72,108.34,89.96,148.63,103.08,9/8/2021 10:08:45 AM
216244,10/1/2006 12:00:00 AM,"Slaughter, cattle",76.11,,46.63,53.93,53.82,61.16,56.23,79.69,56.25,60.4,56.12,9/8/2021 10:08:45 AM
216245,10/1/2006 12:00:00 AM,Hogs,61.26,,70.02,67.38,61.91,169.03,64.03,63.38,60.56,55.19,58.48,9/8/2021 10:08:45 AM
216246,11/1/2006 12:00:00 AM,"Slaughter, calves",96.69,,98.26,94.41,88.65,97.28,88.38,105.2,86.97,143.97,96.42,9/8/2021 10:08:45 AM
216247,11/1/2006 12:00:00 AM,"Slaughter, cattle",72.43,,37.57,44.99,52.68,59.58,54.75,77.54,54.51,57.8,46.53,9/8/2021 10:08:45 AM
216248,11/1/2006 12:00:00 AM,Hogs,59.76,,68.56,64.16,60.37,169.03,62.41,61.42,58.6,54.2,56,9/8/2021 10:08:45 AM
216249,12/1/2006 12:00:00 AM,"Slaughter, calves",93.99,,97.88,90.91,87.35,95.69,86.94,100.23,84.97,144.83,91.6,9/8/2021 10:08:45 AM
216250,12/1/2006 12:00:00 AM,"Slaughter, cattle",72.96,,33.04,40.95,52.25,59.09,54.32,76.43,54.22,56.4,41.95,9/8/2021 10:08:45 AM
216251,12/1/2006 12:00:00 AM,Hogs,58.76,,67.1,63.61,59.52,169.03,61.75,60.93,57.1,58.66,56.5,9/8/2021 10:08:45 AM
216252,1/1/2007 12:00:00 AM,"Slaughter, calves",92.39,,94.88,92.03,84.95,90.3,82.04,97.03,81.97,139.42,91.24,9/8/2021 10:08:45 AM
216253,1/1/2007 12:00:00 AM,"Slaughter, cattle",74.47,,35.48,43.92,55.58,61.92,56.97,79.36,56.78,53.12,43.44,9/8/2021 10:08:45 AM
216254,1/1/2007 12:00:00 AM,Hogs,59.5,,67.1,64.27,58.69,169.03,60.81,61.57,57.23,58.72,55.39,9/8/2021 10:08:45 AM
216255,2/1/2007 12:00:00 AM,"Slaughter, calves",96.77,,94.01,94.96,85.95,93.5,84.95,87.64,84.97,136.29,96.78,9/8/2021 10:08:45 AM
216256,2/1/2007 12:00:00 AM,"Slaughter, cattle",77.9,,37.53,44.59,58.73,66.61,61.35,85.23,60.72,54.01,48.59,9/8/2021 10:08:45 AM
216257,2/1/2007 12:00:00 AM,Hogs,65.49,,72.46,70.24,64.25,169.03,66.35,67.02,60.54,65.68,62.31,9/8/2021 10:08:45 AM
216258,3/1/2007 12:00:00 AM,"Slaughter, calves",103.17,,86.13,100.7,91.94,100.84,91.61,92.93,91.96,128.48,101.99,9/8/2021 10:08:45 AM
216259,3/1/2007 12:00:00 AM,"Slaughter, cattle",84.78,,44.65,51.68,62.18,70.01,64.33,91.83,63.71,65.39,53.21,9/8/2021 10:08:45 AM
216260,3/1/2007 12:00:00 AM,Hogs,61.5,,71.97,65.09,64.36,169.03,66.59,65.04,62.59,63.69,58.36,9/8/2021 10:08:45 AM
216261,4/1/2007 12:00:00 AM,"Slaughter, calves",106.68,,88.38,103.09,94.51,105.52,95.87,97.84,95.96,131.86,106.1,9/8/2021 10:08:45 AM
216262,4/1/2007 12:00:00 AM,"Slaughter, cattle",90.51,,48.41,57.18,64.12,72.47,66.69,95.2,66.16,75.14,59.12,9/8/2021 10:08:45 AM
216263,4/1/2007 12:00:00 AM,Hogs,62.5,,70.51,67.81,62.06,169.03,63.92,64.54,59.67,63.2,60.83,9/8/2021 10:08:45 AM
216264,5/1/2007 12:00:00 AM,"Slaughter, calves",108.1,,78.38,101.42,101.24,112.59,102.3,101.36,101.96,121.88,105.48,9/8/2021 10:08:45 AM
216265,5/1/2007 12:00:00 AM,"Slaughter, cattle",88.89,,50.24,58.36,68.83,75.54,69.63,97.58,68.88,82.39,57.05,9/8/2021 10:08:45 AM
216266,5/1/2007 12:00:00 AM,Hogs,67.49,,75.39,74.16,69.09,169.03,71.3,70.99,65.27,72.15,66.77,9/8/2021 10:08:45 AM
216267,6/1/2007 12:00:00 AM,"Slaughter, calves",100.81,,73.38,96.11,92.82,93.64,85.08,100.74,80.72,121.33,98.69,9/8/2021 10:08:45 AM
216268,6/1/2007 12:00:00 AM,"Slaughter, cattle",79.65,,50.69,55.31,63.45,70.85,65.4,89.89,64.85,78.94,56.01,9/8/2021 10:08:45 AM
216269,6/1/2007 12:00:00 AM,Hogs,65.99,,74.41,72.66,68.82,169.03,71.04,73.46,66.27,69.66,65.78,9/8/2021 10:08:45 AM
216270,7/1/2007 12:00:00 AM,"Slaughter, calves",96.29,,70.13,93.2,89.43,88.69,80.57,88.87,77.97,120.39,94.38,9/8/2021 10:08:45 AM
216271,7/1/2007 12:00:00 AM,"Slaughter, cattle",76.89,,50.77,57.06,60.4,67.86,62.62,86.85,62.34,68.78,58.68,9/8/2021 10:08:45 AM
216272,7/1/2007 12:00:00 AM,Hogs,62.5,,71.49,67.63,66.78,169.03,68.7,65.53,64.63,63.2,61.33,9/8/2021 10:08:45 AM
216273,8/1/2007 12:00:00 AM,"Slaughter, calves",97.64,,91.63,93.37,84.95,84.42,76.7,81.06,73.97,122.87,95.85,9/8/2021 10:08:45 AM
216274,8/1/2007 12:00:00 AM,"Slaughter, cattle",78.17,,50.13,54.72,57.15,62.99,58.11,80.27,57.88,64.17,56.27,9/8/2021 10:08:45 AM
216275,8/1/2007 12:00:00 AM,Hogs,63,,72.46,67.63,65.19,169.03,67.12,67.02,63.13,64.69,63.8,9/8/2021 10:08:45 AM
216276,9/1/2007 12:00:00 AM,"Slaughter, calves",94.29,,85.19,94.22,90.6,96.89,88.04,81.8,79.97,138.36,92.71,9/8/2021 10:08:45 AM
216277,9/1/2007 12:00:00 AM,"Slaughter, cattle",75.11,,46.81,51.66,53.58,59.5,54.79,78.24,54.48,60.28,53.15,9/8/2021 10:08:45 AM
216278,9/1/2007 12:00:00 AM,Hogs,55.51,,66.12,59.75,56.36,169.03,59.61,58.59,58.22,55.74,54.4,9/8/2021 10:08:45 AM
216279,10/1/2007 12:00:00 AM,"Slaughter, calves",86.05,,84.63,85.2,83.38,86.77,78.83,84.21,71.22,143.97,84.91,9/8/2021 10:08:45 AM
216280,10/1/2007 12:00:00 AM,"Slaughter, cattle",69.38,,42.52,46.58,47.49,53.01,48.82,69.2,48.72,48.22,44.82,9/8/2021 10:08:45 AM
216281,10/1/2007 12:00:00 AM,Hogs,47.53,,58.81,53.3,47.92,169.03,50.01,49.67,49.53,45.79,45.98,9/8/2021 10:08:45 AM
